"TIME","CH1","CH2","CH3"
-1.2644e+00,-0.01,0.03,0.04
-1.2640e+00,0.02,0.06,0.06
-1.2636e+00,0.02,0.03,0.05
-1.2632e+00,-0.03,0.01,0.04
-1.2628e+00,-0.05,0.02,0.03
-1.2624e+00,-0.02,0.02,0.04
-1.2620e+00,-0.03,0.07,0.03
-1.2616e+00,-0.06,0.02,0.04
-1.2612e+00,-0.08,0.02,0.03
-1.2608e+00,-0.08,0.04,0.04
-1.2604e+00,-0.07,0.04,0.04
-1.2600e+00,-0.08,0.05,0.04
-1.2596e+00,-0.11,0.04,0.01
-1.2592e+00,-0.14,0.01,0.03
-1.2588e+00,-0.1,0.03,0.04
-1.2584e+00,-0.09,0.04,0.03
-1.2580e+00,-0.1,0.06,0.05
-1.2576e+00,-0.17,0.04,0.03
-1.2572e+00,-0.14,0.03,0.02
-1.2568e+00,-0.11,0.03,0.04
-1.2564e+00,-0.09,0.05,0.05
-1.2560e+00,-0.08,0.04,0.04
-1.2556e+00,-0.1,0,0.02
-1.2552e+00,-0.1,0.04,0.02
-1.2548e+00,-0.09,0.04,0.04
-1.2544e+00,-0.06,0.05,0.03
-1.2540e+00,-0.07,0.03,0.04
-1.2536e+00,-0.06,0.02,0.03
-1.2532e+00,-0.04,0.05,0.04
-1.2528e+00,-0.01,0.04,0.06
-1.2524e+00,-0.02,0.04,0.04
-1.2520e+00,-0.04,0.01,0.04
-1.2516e+00,-0.02,0.05,0.03
-1.2512e+00,0.01,0.04,0.03
-1.2508e+00,0.03,0.03,0.06
-1.2504e+00,0.03,0.02,0.05
-1.2500e+00,1.42109e-16,0.02,0.04
-1.2496e+00,-0.01,0.01,0.03
-1.2492e+00,0.02,0.02,0.04
-1.2488e+00,0.01,0.04,0.04
-1.2484e+00,0.02,0.05,0.04
-1.2480e+00,-0.01,0.02,0.02
-1.2476e+00,0.01,0.02,0.04
-1.2472e+00,-0.01,0.02,0.05
-1.2468e+00,0.01,0.03,0.04
-1.2464e+00,-0.03,0.01,0.05
-1.2460e+00,-0.03,-0.01,0.03
-1.2456e+00,-0.03,0.02,0.03
-1.2452e+00,-0.01,0.05,0.05
-1.2448e+00,-0.04,0.02,0.05
-1.2444e+00,-0.09,-0.01,0.02
-1.2440e+00,-0.09,0.04,0.02
-1.2436e+00,-0.08,0.02,0.02
-1.2432e+00,-0.08,0.05,0.05
-1.2428e+00,-0.07,0.03,0.04
-1.2424e+00,-0.1,-0.01,0.03
-1.2420e+00,-0.11,0.04,0.04
-1.2416e+00,-0.06,0.03,0.04
-1.2412e+00,-0.08,0.02,0.03
-1.2408e+00,-0.13,0.01,0.02
-1.2404e+00,-0.12,0.03,0.02
-1.2400e+00,-0.08,0.04,0.04
-1.2396e+00,-0.06,0.05,0.05
-1.2392e+00,-0.09,0.04,0.05
-1.2388e+00,-0.1,0.01,0.01
-1.2384e+00,-0.11,0,0.01
-1.2380e+00,-0.07,0.04,0.03
-1.2376e+00,-0.06,0.04,0.04
-1.2372e+00,-0.06,0.03,0.02
-1.2368e+00,-0.05,0.03,0.02
-1.2364e+00,-0.05,0.02,0.02
-1.2360e+00,1.42109e-16,0.04,0.03
-1.2356e+00,-0.01,0.03,0.05
-1.2352e+00,-0.02,0.05,0.04
-1.2348e+00,-0.01,0.06,0.03
-1.2344e+00,0.02,0.06,0.02
-1.2340e+00,0.02,0.08,0.03
-1.2336e+00,0.01,0.06,0.01
-1.2332e+00,-0.01,0.04,0
-1.2328e+00,1.42109e-16,0.06,0.01
-1.2324e+00,0.03,0.07,0.04
-1.2320e+00,0.04,0.05,0.02
-1.2316e+00,0.03,0.06,0.01
-1.2312e+00,-0.01,0.03,0
-1.2308e+00,-0.01,0.03,0.02
-1.2304e+00,0.03,0.09,0.04
-1.2300e+00,1.42109e-16,0.07,0.03
-1.2296e+00,-0.01,0.06,0.03
-1.2292e+00,-0.04,0.05,0.02
-1.2288e+00,-0.02,0.05,0.03
-1.2284e+00,-0.02,0.05,0.04
-1.2280e+00,-0.06,0.05,0.02
-1.2276e+00,-0.07,0.03,0
-1.2272e+00,-0.1,0.03,0
-1.2268e+00,-0.06,0.06,0.03
-1.2264e+00,-0.08,0.05,0.02
-1.2260e+00,-0.08,0.03,0.03
-1.2256e+00,-0.1,0.01,0.01
-1.2252e+00,-0.13,0.02,0.02
-1.2248e+00,-0.07,0.06,0.04
-1.2244e+00,-0.1,0.03,0.03
-1.2240e+00,-0.1,0.02,0.03
-1.2236e+00,-0.12,0,0.02
-1.2232e+00,-0.1,0.04,0.02
-1.2228e+00,-0.06,0.05,0.03
-1.2224e+00,-0.11,0.04,0.01
-1.2220e+00,-0.09,0.01,0.01
-1.2216e+00,-0.1,0.02,0.01
-1.2212e+00,-0.05,0.04,0.02
-1.2208e+00,-0.04,0.03,0.04
-1.2204e+00,-0.05,0.03,0.02
-1.2200e+00,-0.05,0,0
-1.2196e+00,-0.07,0,0.04
-1.2192e+00,0.01,0.05,0.04
-1.2188e+00,0.02,0.03,0.03
-1.2184e+00,0.02,0.01,0.05
-1.2180e+00,-0.03,0.01,0.05
-1.2176e+00,1.42109e-16,0.01,0.03
-1.2172e+00,1.42109e-16,0,0.05
-1.2168e+00,0.03,0.01,0.04
-1.2164e+00,0.02,0.03,0.02
-1.2160e+00,0.01,0.02,0.02
-1.2156e+00,0.03,0.01,0.02
-1.2152e+00,0.07,0.01,0.02
-1.2148e+00,0.04,0.04,0.02
-1.2144e+00,-0.01,0.01,0.01
-1.2140e+00,1.42109e-16,0.01,0.02
-1.2136e+00,0.02,0.01,0.03
-1.2132e+00,1.42109e-16,0.03,0.01
-1.2128e+00,0.02,0.02,0.04
-1.2124e+00,-0.04,-0.01,0
-1.2120e+00,-0.04,0.01,-0.01
-1.2116e+00,-0.04,0.01,-0.02
-1.2112e+00,-0.02,0.02,0.02
-1.2108e+00,-0.03,-0.01,0.01
-1.2104e+00,-0.07,-0.01,-0.01
-1.2100e+00,-0.06,-0.01,-0.01
-1.2096e+00,-0.05,0.04,0
-1.2092e+00,-0.08,0.02,0.01
-1.2088e+00,-0.08,0,-0.01
-1.2084e+00,-0.08,0.01,0.01
-1.2080e+00,-0.06,0,0.01
-1.2076e+00,-0.1,0.01,0
-1.2072e+00,-0.08,0,0
-1.2068e+00,-0.1,0,-0.01
-1.2064e+00,-0.08,-0.02,0
-1.2060e+00,-0.06,0.01,0.03
-1.2056e+00,-0.05,0.03,0.01
-1.2052e+00,-0.05,0.01,0.02
-1.2048e+00,-0.06,-0.02,0
-1.2044e+00,-0.05,0.02,0.01
-1.2040e+00,-0.05,0.02,0.01
-1.2036e+00,-0.01,0.02,0
-1.2032e+00,-0.05,0.01,0
-1.2028e+00,-0.02,0.01,0.01
-1.2024e+00,0.02,0.02,0.02
-1.2020e+00,0.04,0.03,0.02
-1.2016e+00,0.03,0.02,0.02
-1.2012e+00,0.03,-0.04,-0.01
-1.2008e+00,0.03,-0.01,0.01
-1.2004e+00,0.06,0.01,0.01
-1.2000e+00,0.07,0.03,0.02
-1.1996e+00,0.03,0,0.01
-1.1992e+00,0.04,-0.01,0.02
-1.1988e+00,0.05,-0.01,0
-1.1984e+00,0.05,0.03,0
-1.1980e+00,0.06,0.01,0.01
-1.1976e+00,0.02,0.01,-0.01
-1.1972e+00,0.03,-0.02,0
-1.1968e+00,0.03,0.01,0.01
-1.1964e+00,0.02,0.02,0.02
-1.1960e+00,0.02,0.01,0.01
-1.1956e+00,-0.03,-0.02,-0.01
-1.1952e+00,-0.04,-0.02,0.01
-1.1948e+00,-0.01,0.01,0.02
-1.1944e+00,-0.01,0.01,-0.01
-1.1940e+00,-0.02,0.01,0
-1.1936e+00,-0.08,-0.01,-0.02
-1.1932e+00,-0.08,-0.02,0.01
-1.1928e+00,-0.06,0.04,0.01
-1.1924e+00,-0.06,0.01,0.01
-1.1920e+00,-0.06,0.02,-0.01
-1.1916e+00,-0.1,-0.04,-0.01
-1.1912e+00,-0.1,0,-0.01
-1.1908e+00,-0.04,0.02,0.02
-1.1904e+00,-0.06,0,0
-1.1900e+00,-0.08,0.01,-0.01
-1.1896e+00,-0.08,0.01,-0.01
-1.1892e+00,-0.05,0,0.01
-1.1888e+00,-0.03,0.01,0.02
-1.1884e+00,-0.07,-0.01,0
-1.1880e+00,-0.06,-0.02,0
-1.1876e+00,-0.06,-0.01,-0.01
-1.1872e+00,-0.03,0.01,0
-1.1868e+00,1.42109e-16,0.01,0.02
-1.1864e+00,1.42109e-16,0.02,-0.01
-1.1860e+00,0.01,-0.02,0
-1.1856e+00,1.42109e-16,0.02,0.01
-1.1852e+00,0.05,0.03,0.01
-1.1848e+00,0.04,0,0.01
-1.1844e+00,0.02,-0.02,-0.01
-1.1840e+00,0.02,0.01,-0.01
-1.1836e+00,0.06,0.01,0
-1.1832e+00,0.08,0.02,0.03
-1.1828e+00,0.05,0.03,0.01
-1.1824e+00,0.04,-0.02,-0.02
-1.1820e+00,0.05,0.04,0
-1.1816e+00,0.05,0.03,0
-1.1812e+00,0.08,0,0.02
-1.1808e+00,0.05,0.02,0
-1.1804e+00,0.01,-0.03,-0.01
-1.1800e+00,0.02,0,0.01
-1.1796e+00,0.04,0.02,0.01
-1.1792e+00,0.04,0,-0.01
-1.1788e+00,-0.01,-0.02,0
-1.1784e+00,-0.02,-0.02,-0.03
-1.1780e+00,-0.05,0.01,-0.01
-1.1776e+00,-0.01,0.03,0.02
-1.1772e+00,-0.04,0.01,0
-1.1768e+00,-0.09,-0.03,-0.03
-1.1764e+00,-0.07,-0.02,-0.01
-1.1760e+00,-0.03,0.01,0.01
-1.1756e+00,-0.06,0.02,0.01
-1.1752e+00,-0.04,0.01,0.01
-1.1748e+00,-0.1,-0.02,-0.03
-1.1744e+00,-0.1,-0.02,-0.03
-1.1740e+00,-0.06,0,0.02
-1.1736e+00,-0.08,0,0.01
-1.1732e+00,-0.1,0.01,0
-1.1728e+00,-0.1,0,-0.01
-1.1724e+00,-0.09,0.01,0
-1.1720e+00,-0.03,0.01,-0.01
-1.1716e+00,-0.04,0.03,0
-1.1712e+00,-0.05,-0.02,-0.01
-1.1708e+00,-0.05,-0.01,-0.01
-1.1704e+00,-0.01,0.02,0.01
-1.1700e+00,0.02,0.04,0.03
-1.1696e+00,1.42109e-16,-0.01,0
-1.1692e+00,-0.02,-0.01,-0.02
-1.1688e+00,0.01,0.01,0
-1.1684e+00,0.06,0.01,0.03
-1.1680e+00,0.05,0,0.01
-1.1676e+00,0.06,0.01,0.01
-1.1672e+00,0.03,-0.01,0
-1.1668e+00,0.06,0,0
-1.1664e+00,0.07,0.01,0
-1.1660e+00,0.07,0.03,0.03
-1.1656e+00,0.06,-0.01,0
-1.1652e+00,0.05,0.01,0.02
-1.1648e+00,0.06,0.03,0.01
-1.1644e+00,0.06,0.01,0
-1.1640e+00,0.03,0,0.01
-1.1636e+00,0.01,0,-0.01
-1.1632e+00,1.42109e-16,0,0
-1.1628e+00,0.01,0.02,0.01
-1.1624e+00,0.06,0.02,0.01
-1.1620e+00,1.42109e-16,0,0
-1.1616e+00,-0.03,-0.02,-0.02
-1.1612e+00,-0.04,-0.02,-0.01
-1.1608e+00,0.01,0.01,0.02
-1.1604e+00,-0.02,0.02,0
-1.1600e+00,-0.06,-0.02,-0.01
-1.1596e+00,-0.05,-0.01,0
-1.1592e+00,-0.07,-0.01,0.01
-1.1588e+00,-0.05,0.01,-0.02
-1.1584e+00,-0.06,-0.03,-0.02
-1.1580e+00,-0.1,-0.02,-0.01
-1.1576e+00,-0.1,-0.01,-0.03
-1.1572e+00,-0.05,-0.01,0.01
-1.1568e+00,-0.06,0.02,0.01
-1.1564e+00,-0.08,-0.02,-0.01
-1.1560e+00,-0.09,-0.01,-0.01
-1.1556e+00,-0.08,0.01,-0.01
-1.1552e+00,-0.04,0.02,0.01
-1.1548e+00,-0.04,0,0
-1.1544e+00,-0.05,-0.01,-0.01
-1.1540e+00,-0.04,-0.01,-0.01
-1.1536e+00,-0.02,-0.01,0.01
-1.1532e+00,0.03,0.03,0.01
-1.1528e+00,0.02,0.02,0.02
-1.1524e+00,0.04,0.01,0
-1.1520e+00,0.01,-0.02,-0.03
-1.1516e+00,0.05,0.02,-0.01
-1.1512e+00,0.08,0.03,0.02
-1.1508e+00,0.03,-0.01,-0.01
-1.1504e+00,0.02,-0.01,-0.01
-1.1500e+00,0.07,0.02,0.02
-1.1496e+00,0.09,0.01,0.01
-1.1492e+00,0.08,0.01,0.01
-1.1488e+00,0.06,0,-0.02
-1.1484e+00,0.06,0,-0.02
-1.1480e+00,0.06,0.01,0.01
-1.1476e+00,0.07,0.02,0.01
-1.1472e+00,0.02,-0.01,-0.01
-1.1468e+00,0.03,-0.01,-0.02
-1.1464e+00,0.02,-0.01,-0.02
-1.1460e+00,0.06,0.02,0.02
-1.1456e+00,0.03,0,0
-1.1452e+00,0.02,0,0.01
-1.1448e+00,-0.03,-0.03,-0.01
-1.1444e+00,-0.03,-0.01,-0.03
-1.1440e+00,-0.01,0.02,0
-1.1436e+00,1.42109e-16,0,0
-1.1432e+00,-0.04,0,-0.02
-1.1428e+00,-0.02,-0.01,-0.01
-1.1424e+00,-0.07,0,0.01
-1.1420e+00,-0.05,0,-0.02
-1.1416e+00,-0.05,0,-0.02
-1.1412e+00,-0.07,-0.01,-0.02
-1.1408e+00,-0.09,-0.03,-0.02
-1.1404e+00,-0.05,-0.02,0.01
-1.1400e+00,-0.05,0.01,0
-1.1396e+00,-0.05,0,-0.02
-1.1392e+00,-0.05,0,-0.01
-1.1388e+00,-0.03,-0.02,-0.02
-1.1384e+00,-0.02,0.01,-0.02
-1.1380e+00,-0.02,0.01,0.02
-1.1376e+00,-0.03,0,-0.01
-1.1372e+00,-0.03,-0.02,-0.01
-1.1368e+00,-0.01,0,0.01
-1.1364e+00,0.03,-0.01,0.01
-1.1360e+00,0.03,0.01,0.01
-1.1356e+00,0.02,0,-0.01
-1.1352e+00,0.04,-0.01,-0.01
-1.1348e+00,0.04,0,0
-1.1344e+00,0.07,0.02,0
-1.1340e+00,0.06,-0.02,0
-1.1336e+00,0.04,-0.02,-0.02
-1.1332e+00,0.05,0.01,-0.04
-1.1328e+00,0.07,0.01,-0.01
-1.1324e+00,0.1,0.01,0
-1.1320e+00,0.07,-0.01,-0.01
-1.1316e+00,0.06,-0.04,-0.03
-1.1312e+00,0.06,0,0
-1.1308e+00,0.06,0,0.01
-1.1304e+00,0.07,0.02,0
-1.1300e+00,0.04,0,0
-1.1296e+00,0.04,-0.01,-0.03
-1.1292e+00,0.04,-0.02,-0.01
-1.1288e+00,0.06,0,0
-1.1284e+00,0.02,-0.03,-0.02
-1.1280e+00,1.42109e-16,0,0
-1.1276e+00,-0.01,-0.02,-0.02
-1.1272e+00,-0.01,0.01,-0.02
-1.1268e+00,-0.02,0.02,0
-1.1264e+00,-0.05,0,-0.03
-1.1260e+00,-0.05,-0.02,-0.02
-1.1256e+00,-0.05,0,0.01
-1.1252e+00,-0.02,0.03,0
-1.1248e+00,-0.02,-0.01,0
-1.1244e+00,-0.06,-0.01,-0.03
-1.1240e+00,-0.07,-0.02,-0.02
-1.1236e+00,-0.08,-0.01,-0.01
-1.1232e+00,-0.06,0,0.01
-1.1228e+00,-0.05,0,0
-1.1224e+00,-0.07,-0.02,-0.01
-1.1220e+00,-0.05,-0.02,-0.01
-1.1216e+00,-0.03,0.01,0
-1.1212e+00,-0.01,-0.01,0.01
-1.1208e+00,-0.03,-0.01,0.01
-1.1204e+00,-0.03,-0.03,-0.01
-1.1200e+00,1.42109e-16,0.01,0
-1.1196e+00,0.05,0,0
-1.1192e+00,0.04,0.01,0
-1.1188e+00,0.01,-0.01,0
-1.1184e+00,0.01,0.01,-0.03
-1.1180e+00,0.06,0,-0.02
-1.1176e+00,0.06,0.01,0.02
-1.1172e+00,0.05,-0.01,-0.01
-1.1168e+00,0.07,0,-0.01
-1.1164e+00,0.05,0,-0.03
-1.1160e+00,0.08,0,0.01
-1.1156e+00,0.08,0.02,0
-1.1152e+00,0.06,-0.01,-0.01
-1.1148e+00,0.07,-0.01,-0.02
-1.1144e+00,0.06,0,-0.01
-1.1140e+00,0.06,0,0
-1.1136e+00,0.06,0,-0.01
-1.1132e+00,0.06,-0.02,-0.01
-1.1128e+00,0.02,-0.02,-0.02
-1.1124e+00,0.01,0,-0.01
-1.1120e+00,0.02,0.02,0
-1.1116e+00,0.03,-0.01,-0.01
-1.1112e+00,-0.01,-0.03,-0.04
-1.1108e+00,0.01,-0.02,-0.02
-1.1104e+00,-0.04,-0.02,-0.01
-1.1100e+00,-0.01,-0.01,-0.02
-1.1096e+00,-0.04,0,-0.01
-1.1092e+00,-0.07,0,-0.04
-1.1088e+00,-0.05,0.02,-0.01
-1.1084e+00,-0.02,0.02,0.01
-1.1080e+00,-0.05,0,-0.01
-1.1076e+00,-0.08,-0.03,-0.03
-1.1072e+00,-0.08,-0.02,-0.03
-1.1068e+00,-0.06,-0.01,0
-1.1064e+00,-0.04,0.01,0.01
-1.1060e+00,-0.04,0,0.01
-1.1056e+00,-0.05,-0.01,-0.01
-1.1052e+00,-0.05,-0.01,-0.02
-1.1048e+00,-0.02,0.02,-0.01
-1.1044e+00,-0.03,-0.02,0.01
-1.1040e+00,-0.01,0,-0.01
-1.1036e+00,-0.04,0,-0.01
-1.1032e+00,0.02,-0.02,0
-1.1028e+00,0.01,-0.01,0.02
-1.1024e+00,0.05,0.03,0
-1.1020e+00,0.05,-0.04,-0.01
-1.1016e+00,1.42109e-16,0,0
-1.1012e+00,0.06,0.01,-0.01
-1.1008e+00,0.07,0.03,0.02
-1.1004e+00,0.1,0.05,0.01
-1.1000e+00,0.06,0,-0.02
-1.0996e+00,0.08,-0.02,0
-1.0992e+00,0.05,0.03,0.01
-1.0988e+00,0.08,0.01,0.01
-1.0984e+00,0.07,-0.01,0.01
-1.0980e+00,0.03,-0.03,-0.04
-1.0976e+00,0.03,-0.01,-0.02
-1.0972e+00,0.06,0.01,-0.02
-1.0968e+00,0.04,-0.01,0
-1.0964e+00,0.04,0,-0.01
-1.0960e+00,0.06,0,-0.03
-1.0956e+00,0.03,0,-0.02
-1.0952e+00,0.03,0.01,-0.01
-1.0948e+00,0.02,0.02,-0.03
-1.0944e+00,-0.03,-0.01,-0.03
-1.0940e+00,-0.04,0.01,-0.01
-1.0936e+00,-0.05,0.01,-0.01
-1.0932e+00,-0.05,0.01,-0.01
-1.0928e+00,-0.04,-0.01,-0.01
-1.0924e+00,-0.05,-0.01,-0.02
-1.0920e+00,-0.06,-0.03,-0.01
-1.0916e+00,-0.06,-0.02,-0.02
-1.0912e+00,-0.02,0.01,0
-1.0908e+00,-0.06,-0.01,-0.01
-1.0904e+00,-0.09,-0.01,-0.01
-1.0900e+00,-0.07,-0.01,0.02
-1.0896e+00,-0.04,0.02,0.01
-1.0892e+00,-0.02,0.01,-0.01
-1.0888e+00,-0.05,-0.04,-0.02
-1.0884e+00,-0.04,-0.03,-0.01
-1.0880e+00,-0.03,0,-0.01
-1.0876e+00,-0.01,0,0.01
-1.0872e+00,-0.01,0.01,0.01
-1.0868e+00,-0.01,-0.01,0
-1.0864e+00,-0.01,0.01,0.01
-1.0860e+00,0.01,0.02,0.01
-1.0856e+00,0.05,0.02,0.01
-1.0852e+00,0.02,0.02,0.01
-1.0848e+00,0.02,-0.02,-0.01
-1.0844e+00,0.05,0,0
-1.0840e+00,0.08,0.01,0.01
-1.0836e+00,0.05,0.02,0.01
-1.0832e+00,0.03,-0.01,-0.01
-1.0828e+00,0.07,0,0
-1.0824e+00,0.07,0,0.01
-1.0820e+00,0.08,0.02,0.01
-1.0816e+00,0.07,0.01,0
-1.0812e+00,0.03,-0.02,-0.02
-1.0808e+00,0.03,-0.01,-0.01
-1.0804e+00,0.06,0.01,0
-1.0800e+00,0.08,0.03,0
-1.0796e+00,0.04,-0.01,-0.02
-1.0792e+00,0.02,-0.02,-0.01
-1.0788e+00,0.01,0.01,-0.01
-1.0784e+00,1.42109e-16,-0.01,0
-1.0780e+00,0.02,0.02,0.01
-1.0776e+00,-0.03,-0.02,0
-1.0772e+00,-0.04,-0.01,-0.03
-1.0768e+00,-0.04,0.02,0.01
-1.0764e+00,-0.01,0.01,0.02
-1.0760e+00,-0.04,0.02,0
-1.0756e+00,-0.07,-0.02,-0.03
-1.0752e+00,-0.09,-0.02,-0.04
-1.0748e+00,-0.06,0,-0.01
-1.0744e+00,-0.03,-0.01,-0.01
-1.0740e+00,-0.04,0.01,0.01
-1.0736e+00,-0.05,-0.02,-0.01
-1.0732e+00,-0.06,-0.01,-0.02
-1.0728e+00,-0.04,0.02,-0.01
-1.0724e+00,-0.01,0.02,0.01
-1.0720e+00,-0.03,-0.01,-0.01
-1.0716e+00,-0.06,-0.02,-0.03
-1.0712e+00,-0.02,-0.02,-0.01
-1.0708e+00,1.42109e-16,0.02,-0.01
-1.0704e+00,-0.01,0,-0.01
-1.0700e+00,-0.05,-0.03,-0.03
-1.0696e+00,0.01,-0.01,-0.02
-1.0692e+00,0.03,0.02,-0.01
-1.0688e+00,0.07,0.01,-0.01
-1.0684e+00,0.07,0.01,0
-1.0680e+00,0.06,-0.03,-0.03
-1.0676e+00,0.06,-0.01,-0.03
-1.0672e+00,0.07,0.01,0.01
-1.0668e+00,0.1,0.01,-0.01
-1.0664e+00,0.11,-0.01,0
-1.0660e+00,0.08,-0.01,-0.01
-1.0656e+00,0.1,-0.02,-0.01
-1.0652e+00,0.1,0.01,0.01
-1.0648e+00,0.09,-0.01,-0.01
-1.0644e+00,0.06,-0.02,-0.03
-1.0640e+00,0.05,-0.03,-0.02
-1.0636e+00,0.09,-0.01,0
-1.0632e+00,0.05,0.02,0
-1.0628e+00,0.05,-0.02,-0.01
-1.0624e+00,1.42109e-16,-0.01,-0.04
-1.0620e+00,0.01,-0.01,0
-1.0616e+00,0.03,-0.02,-0.02
-1.0612e+00,0.01,-0.03,0
-1.0608e+00,-0.01,-0.01,-0.03
-1.0604e+00,-0.02,-0.01,-0.04
-1.0600e+00,-0.03,-0.01,-0.01
-1.0596e+00,-0.01,0.01,-0.01
-1.0592e+00,-0.05,-0.01,-0.02
-1.0588e+00,-0.05,-0.03,-0.03
-1.0584e+00,-0.06,-0.02,-0.03
-1.0580e+00,-0.02,-0.01,-0.01
-1.0576e+00,-0.05,0.01,0
-1.0572e+00,-0.04,-0.03,-0.02
-1.0568e+00,-0.07,-0.03,-0.03
-1.0564e+00,-0.04,-0.04,-0.03
-1.0560e+00,-0.03,0,-0.01
-1.0556e+00,-0.02,0,-0.01
-1.0552e+00,-0.04,-0.01,-0.01
-1.0548e+00,-0.04,-0.04,-0.03
-1.0544e+00,-0.04,-0.01,-0.04
-1.0540e+00,-0.02,0.02,-0.04
-1.0536e+00,1.42109e-16,0,-0.02
-1.0532e+00,0.02,-0.03,-0.02
-1.0528e+00,0.03,-0.02,-0.01
-1.0524e+00,0.04,-0.01,-0.01
-1.0520e+00,0.07,0.01,-0.02
-1.0516e+00,0.09,-0.02,-0.03
-1.0512e+00,0.06,-0.02,-0.03
-1.0508e+00,0.06,-0.03,-0.03
-1.0504e+00,0.11,-0.01,-0.01
-1.0500e+00,0.08,0,-0.02
-1.0496e+00,0.06,-0.03,-0.04
-1.0492e+00,0.05,-0.04,-0.04
-1.0488e+00,0.1,-0.04,-0.04
-1.0484e+00,0.1,-0.02,-0.04
-1.0480e+00,0.08,-0.01,-0.03
-1.0476e+00,0.08,-0.03,-0.05
-1.0472e+00,0.07,-0.04,-0.05
-1.0468e+00,0.07,-0.03,-0.05
-1.0464e+00,0.06,-0.03,-0.03
-1.0460e+00,0.06,-0.02,-0.03
-1.0456e+00,0.03,-0.07,-0.06
-1.0452e+00,0.03,-0.04,-0.05
-1.0448e+00,0.05,-0.03,-0.05
-1.0444e+00,0.02,-0.01,-0.03
-1.0440e+00,0.02,-0.04,-0.04
-1.0436e+00,-0.03,-0.05,-0.07
-1.0432e+00,1.42109e-16,-0.06,-0.05
-1.0428e+00,-0.02,-0.05,-0.06
-1.0424e+00,-0.01,-0.04,-0.03
-1.0420e+00,-0.03,-0.05,-0.05
-1.0416e+00,-0.01,-0.05,-0.04
-1.0412e+00,-0.01,-0.02,-0.03
-1.0408e+00,-0.02,-0.04,-0.04
-1.0404e+00,-0.02,-0.04,-0.05
-1.0400e+00,-0.05,-0.06,-0.05
-1.0396e+00,-0.03,-0.05,-0.05
-1.0392e+00,-0.02,-0.02,-0.04
-1.0388e+00,1.42109e-16,-0.02,-0.03
-1.0384e+00,1.42109e-16,-0.04,-0.04
-1.0380e+00,-0.01,-0.07,-0.06
-1.0376e+00,0.01,-0.05,-0.04
-1.0372e+00,0.02,-0.01,-0.03
-1.0368e+00,0.06,-0.02,-0.04
-1.0364e+00,0.06,-0.05,-0.03
-1.0360e+00,0.05,-0.06,-0.05
-1.0356e+00,0.07,-0.04,-0.04
-1.0352e+00,0.09,-0.04,-0.04
-1.0348e+00,0.11,-0.05,-0.04
-1.0344e+00,0.1,-0.06,-0.03
-1.0340e+00,0.08,-0.04,-0.05
-1.0336e+00,0.1,-0.03,-0.05
-1.0332e+00,0.11,-0.08,-0.05
-1.0328e+00,0.12,-0.07,-0.04
-1.0324e+00,0.1,-0.07,-0.06
-1.0320e+00,0.12,-0.06,-0.06
-1.0316e+00,0.13,-0.04,-0.05
-1.0312e+00,0.11,-0.05,-0.04
-1.0308e+00,0.11,-0.04,-0.06
-1.0304e+00,0.1,-0.06,-0.04
-1.0300e+00,0.1,-0.05,-0.06
-1.0296e+00,0.1,-0.05,-0.04
-1.0292e+00,0.11,-0.05,-0.04
-1.0288e+00,0.06,-0.07,-0.05
-1.0284e+00,0.06,-0.08,-0.06
-1.0280e+00,0.06,-0.07,-0.05
-1.0276e+00,0.09,-0.06,-0.04
-1.0272e+00,0.03,-0.05,-0.05
-1.0268e+00,-0.01,-0.09,-0.07
-1.0264e+00,-0.01,-0.08,-0.06
-1.0260e+00,0.02,-0.08,-0.05
-1.0256e+00,0.01,-0.09,-0.04
-1.0252e+00,0.01,-0.09,-0.04
-1.0248e+00,1.42109e-16,-0.11,-0.05
-1.0244e+00,-0.04,-0.13,-0.07
-1.0240e+00,0.02,-0.1,-0.04
-1.0236e+00,-0.01,-0.1,-0.04
-1.0232e+00,0.01,-0.11,-0.06
-1.0228e+00,-0.01,-0.13,-0.08
-1.0224e+00,0.05,-0.11,-0.03
-1.0220e+00,0.05,-0.11,-0.04
-1.0216e+00,0.03,-0.13,-0.05
-1.0212e+00,0.03,-0.13,-0.07
-1.0208e+00,0.04,-0.15,-0.08
-1.0204e+00,0.08,-0.09,-0.07
-1.0200e+00,0.08,-0.08,-0.04
-1.0196e+00,0.07,-0.08,-0.08
-1.0192e+00,0.06,-0.11,-0.07
-1.0188e+00,0.11,-0.08,-0.08
-1.0184e+00,0.14,-0.07,-0.07
-1.0180e+00,0.15,-0.03,-0.08
-1.0176e+00,0.14,-0.08,-0.09
-1.0172e+00,0.13,-0.06,-0.08
-1.0168e+00,0.13,-0.09,-0.07
-1.0164e+00,0.16,-0.05,-0.06
-1.0160e+00,0.16,-0.06,-0.06
-1.0156e+00,0.12,-0.08,-0.07
-1.0152e+00,0.13,-0.07,-0.07
-1.0148e+00,0.14,-0.01,-0.04
-1.0144e+00,0.14,-0.04,-0.06
-1.0140e+00,0.12,-0.05,-0.07
-1.0136e+00,0.09,-0.04,-0.08
-1.0132e+00,0.1,-0.08,-0.05
-1.0128e+00,0.08,-0.04,-0.06
-1.0124e+00,0.11,-0.04,-0.04
-1.0120e+00,0.06,-0.07,-0.05
-1.0116e+00,0.06,-0.04,-0.06
-1.0112e+00,0.04,-0.03,-0.05
-1.0108e+00,0.07,-0.03,-0.03
