"TIME","CH1","CH2","CH3"
-1.9648e+00,0.08,0.01,0
-1.9644e+00,0.08,0,0.01
-1.9640e+00,0.05,-0.02,-0.03
-1.9636e+00,0.04,-0.03,-0.03
-1.9632e+00,0.11,0.01,0.01
-1.9628e+00,0.11,-0.01,0.01
-1.9624e+00,0.08,0.01,-0.01
-1.9620e+00,-0.03,-0.02,-0.03
-1.9616e+00,0.06,0.01,0.01
-1.9612e+00,0.07,0.02,0.01
-1.9608e+00,0.06,0,0
-1.9604e+00,0.02,-0.01,-0.03
-1.9600e+00,-0.02,-0.02,-0.01
-1.9596e+00,0.03,0.01,0
-1.9592e+00,1.42109e-16,0,0
-1.9588e+00,-0.04,-0.01,-0.01
-1.9584e+00,-0.07,-0.04,-0.04
-1.9580e+00,-0.06,-0.01,-0.04
-1.9576e+00,0.01,0,0.01
-1.9572e+00,-0.06,-0.01,0
-1.9568e+00,-0.09,-0.03,-0.03
-1.9564e+00,-0.08,-0.01,-0.01
-1.9560e+00,-0.03,0.02,0
-1.9556e+00,-0.04,0.01,0.01
-1.9552e+00,-0.09,-0.02,-0.01
-1.9548e+00,-0.1,-0.01,-0.01
-1.9544e+00,-0.06,0.02,-0.01
-1.9540e+00,-0.03,0,0.01
-1.9536e+00,-0.06,0,-0.02
-1.9532e+00,-0.1,-0.02,-0.03
-1.9528e+00,-0.05,-0.03,0.01
-1.9524e+00,-0.02,-0.01,0.02
-1.9520e+00,-0.03,0,0.01
-1.9516e+00,-0.06,-0.01,-0.01
-1.9512e+00,-0.03,0.01,0
-1.9508e+00,0.01,0,0.03
-1.9504e+00,0.05,0.03,0.03
-1.9500e+00,0.01,0,0
-1.9496e+00,0.02,0.01,-0.01
-1.9492e+00,0.03,0.01,0
-1.9488e+00,0.07,0.01,0.01
-1.9484e+00,0.06,0.01,0.01
-1.9480e+00,0.02,0.01,0
-1.9476e+00,0.06,0.01,-0.02
-1.9472e+00,0.06,0.01,0.01
-1.9468e+00,0.08,0.03,0.03
-1.9464e+00,0.06,-0.01,-0.01
-1.9460e+00,0.03,-0.01,-0.03
-1.9456e+00,0.07,-0.01,0.01
-1.9452e+00,0.06,0.01,0.01
-1.9448e+00,0.05,0,-0.03
-1.9444e+00,1.42109e-16,0.01,-0.04
-1.9440e+00,0.04,-0.02,-0.02
-1.9436e+00,0.02,-0.01,0
-1.9432e+00,0.02,0.02,0
-1.9428e+00,-0.02,-0.01,-0.03
-1.9424e+00,-0.04,-0.01,0
-1.9420e+00,1.42109e-16,0.01,0.01
-1.9416e+00,0.05,0.02,0.02
-1.9412e+00,0.01,0,-0.01
-1.9408e+00,-0.06,-0.02,-0.03
-1.9404e+00,-0.04,-0.01,-0.03
-1.9400e+00,-0.02,0.03,0
-1.9396e+00,-0.06,0,-0.01
-1.9392e+00,-0.09,-0.04,-0.03
-1.9388e+00,-0.12,0,-0.01
-1.9384e+00,-0.12,-0.03,-0.01
-1.9380e+00,-0.16,-0.04,-0.02
-1.9376e+00,-0.07,0.05,0.05
-1.9372e+00,-0.06,-0.02,-0.01
-1.9368e+00,-0.02,0,0.01
-1.9364e+00,0.01,0.02,0.02
-1.9360e+00,-0.05,-0.02,-0.02
-1.9356e+00,-0.13,-0.03,-0.04
-1.9352e+00,-0.04,0.04,0
-1.9348e+00,0.03,0,-0.01
-1.9344e+00,-0.03,-0.01,0
-1.9340e+00,-0.08,0,-0.02
-1.9336e+00,-0.03,0,-0.01
-1.9332e+00,-0.02,0.01,-0.01
-1.9328e+00,0.02,0.02,0
-1.9324e+00,0.01,0.01,-0.01
-1.9320e+00,0.01,-0.03,-0.01
-1.9316e+00,0.02,0.03,-0.03
-1.9312e+00,0.09,0.02,0.02
-1.9308e+00,0.1,0,0.02
-1.9304e+00,0.1,0,0.01
-1.9300e+00,0.12,0.02,0
-1.9296e+00,0.2,0.01,0.01
-1.9292e+00,0.1,-0.05,-0.02
-1.9288e+00,0.05,-0.02,-0.02
-1.9284e+00,0.03,-0.03,-0.03
-1.9280e+00,0.09,0.02,0.01
-1.9276e+00,0.09,0.03,0
-1.9272e+00,0.06,-0.02,-0.02
-1.9268e+00,0.06,0.01,-0.01
-1.9264e+00,0.07,0,-0.02
-1.9260e+00,0.05,0,-0.01
-1.9256e+00,0.06,0.04,0.02
-1.9252e+00,0.04,0.01,-0.03
-1.9248e+00,-0.06,-0.08,-0.06
-1.9244e+00,-0.11,-0.03,-0.02
-1.9240e+00,-0.06,0,0.02
-1.9236e+00,-0.09,0,0.01
-1.9232e+00,-0.1,-0.01,-0.01
-1.9228e+00,-0.06,0,-0.01
-1.9224e+00,-0.06,0.01,0.01
-1.9220e+00,-0.09,-0.02,-0.01
-1.9216e+00,-0.1,-0.02,-0.03
-1.9212e+00,-0.14,-0.04,-0.04
-1.9208e+00,-0.06,0.02,0.04
-1.9204e+00,-0.07,-0.01,0
-1.9200e+00,-0.12,-0.02,-0.01
-1.9196e+00,-0.06,0.02,0.01
-1.9192e+00,-0.02,0,-0.01
-1.9188e+00,0.05,0,0.01
-1.9184e+00,-0.01,-0.02,0
-1.9180e+00,-0.03,0,-0.02
-1.9176e+00,-0.02,-0.02,0
-1.9172e+00,-0.02,-0.01,-0.03
-1.9168e+00,0.04,-0.01,0
-1.9164e+00,-0.02,-0.02,-0.02
-1.9160e+00,1.42109e-16,-0.01,-0.01
-1.9156e+00,0.06,0,0
-1.9152e+00,0.08,0.03,0.01
-1.9148e+00,0.08,0.02,0.01
-1.9144e+00,0.06,0,0
-1.9140e+00,0.06,0,-0.01
-1.9136e+00,0.16,0.06,0.03
-1.9132e+00,0.13,-0.02,0.01
-1.9128e+00,0.07,-0.02,-0.01
-1.9124e+00,0.06,-0.01,-0.03
-1.9120e+00,0.07,0.01,-0.01
-1.9116e+00,0.12,0.05,0.05
-1.9112e+00,0.09,0.05,0.02
-1.9108e+00,0.1,0.01,-0.01
-1.9104e+00,-0.03,-0.08,-0.04
-1.9100e+00,1.42109e-16,-0.01,0.01
-1.9096e+00,1.42109e-16,-0.01,0
-1.9092e+00,-0.04,-0.01,-0.03
-1.9088e+00,-0.07,-0.02,-0.03
-1.9084e+00,-0.03,0.01,0
-1.9080e+00,-0.04,0.02,0.01
-1.9076e+00,-0.04,0,0
-1.9072e+00,-0.06,-0.02,-0.01
-1.9068e+00,-0.05,0.01,0
-1.9064e+00,-0.04,-0.01,0.01
-1.9060e+00,-0.08,-0.01,-0.02
-1.9056e+00,-0.13,-0.03,-0.02
-1.9052e+00,-0.16,-0.02,-0.05
-1.9048e+00,-0.14,-0.03,-0.01
-1.9044e+00,-0.09,0.01,0.02
-1.9040e+00,-0.15,-0.01,-0.01
-1.9036e+00,-0.08,0.02,-0.01
-1.9032e+00,-0.08,0,-0.01
-1.9028e+00,-0.02,0.02,0.01
-1.9024e+00,-0.04,-0.01,0.01
-1.9020e+00,0.02,0.05,0.01
-1.9016e+00,0.03,0.03,0.01
-1.9012e+00,0.04,0.02,0.01
-1.9008e+00,0.05,0.02,0
-1.9004e+00,0.02,0,-0.01
-1.9000e+00,0.03,-0.02,-0.02
-1.8996e+00,0.08,0.01,0
-1.8992e+00,0.08,0.02,0.01
-1.8988e+00,0.08,0.02,0.01
-1.8984e+00,0.06,-0.01,-0.01
-1.8980e+00,0.03,-0.03,-0.03
-1.8976e+00,0.09,0.01,0
-1.8972e+00,0.07,0.02,0
-1.8968e+00,0.07,-0.01,-0.01
-1.8964e+00,0.06,-0.02,-0.01
-1.8960e+00,0.06,-0.01,0
-1.8956e+00,0.07,0.02,0.01
-1.8952e+00,0.03,0,-0.02
-1.8948e+00,0.01,-0.02,-0.04
-1.8944e+00,0.04,0.01,-0.01
-1.8940e+00,0.08,0.02,0.02
-1.8936e+00,0.06,0.01,0.01
-1.8932e+00,0.02,-0.02,-0.01
-1.8928e+00,-0.03,-0.03,-0.02
-1.8924e+00,0.02,-0.02,0.02
-1.8920e+00,-0.01,0.02,-0.01
-1.8916e+00,-0.04,-0.02,-0.03
-1.8912e+00,-0.06,-0.02,-0.03
-1.8908e+00,1.42109e-16,-0.01,0.01
-1.8904e+00,-0.04,0.01,0
-1.8900e+00,-0.06,-0.01,-0.01
-1.8896e+00,-0.08,-0.03,-0.02
-1.8892e+00,-0.11,-0.01,-0.03
-1.8888e+00,-0.05,-0.01,0.01
-1.8884e+00,-0.1,0.01,0
-1.8880e+00,-0.15,0,0
-1.8876e+00,-0.13,-0.02,-0.02
-1.8872e+00,-0.08,0.01,0.01
-1.8868e+00,-0.03,0,0.03
-1.8864e+00,-0.05,-0.01,-0.02
-1.8860e+00,-0.06,0.01,0
-1.8856e+00,-0.01,0.02,-0.02
-1.8852e+00,-0.01,0,0.03
-1.8848e+00,0.01,-0.02,0
-1.8844e+00,-0.03,-0.01,-0.01
-1.8840e+00,-0.07,-0.04,-0.04
-1.8836e+00,-0.03,0.03,0.01
-1.8832e+00,0.1,0.06,0.06
-1.8828e+00,0.08,0.03,-0.01
-1.8824e+00,0.06,-0.01,-0.01
-1.8820e+00,0.06,0.01,-0.01
-1.8816e+00,0.09,0.01,0.04
-1.8812e+00,0.08,0.01,0.01
-1.8808e+00,0.01,-0.01,0
-1.8804e+00,0.06,0.02,0
-1.8800e+00,0.11,0.02,0.02
-1.8796e+00,0.08,0.01,0.01
-1.8792e+00,0.05,-0.02,-0.02
-1.8788e+00,0.01,0.01,-0.01
-1.8784e+00,0.05,0.01,-0.01
-1.8780e+00,0.06,0.01,0
-1.8776e+00,0.06,-0.01,0.01
-1.8772e+00,-0.01,-0.01,-0.03
-1.8768e+00,1.42109e-16,-0.01,-0.01
-1.8764e+00,0.03,0.02,0
-1.8760e+00,0.03,0.02,0
-1.8756e+00,-0.03,-0.02,-0.03
-1.8752e+00,-0.05,-0.01,-0.03
-1.8748e+00,1.42109e-16,0,0
-1.8744e+00,-0.02,0.02,0
-1.8740e+00,-0.04,0,-0.03
-1.8736e+00,-0.1,-0.02,-0.04
-1.8732e+00,-0.06,0,0.01
-1.8728e+00,-0.03,0.02,-0.01
-1.8724e+00,-0.02,0.02,0.01
-1.8720e+00,-0.09,-0.02,-0.02
-1.8716e+00,-0.1,-0.02,-0.01
-1.8712e+00,-0.05,0,-0.01
-1.8708e+00,-0.06,0.02,0.01
-1.8704e+00,-0.03,0.02,0.01
-1.8700e+00,-0.07,-0.01,-0.01
-1.8696e+00,-0.03,0,-0.01
-1.8692e+00,-0.01,0.02,0.02
-1.8688e+00,-0.01,-0.01,0.01
-1.8684e+00,-0.06,-0.02,-0.01
-1.8680e+00,-0.04,-0.01,-0.01
-1.8676e+00,0.03,0.03,0.02
-1.8672e+00,0.04,0.01,0.01
-1.8668e+00,0.02,-0.01,0
-1.8664e+00,0.01,-0.01,0
-1.8660e+00,0.06,0.02,0.02
-1.8656e+00,0.06,0.02,0.01
-1.8652e+00,0.04,0.01,0.01
-1.8648e+00,0.03,-0.01,-0.03
-1.8644e+00,0.05,-0.02,-0.02
-1.8640e+00,0.08,0.01,0.02
-1.8636e+00,0.11,0.03,0.01
-1.8632e+00,0.05,0,-0.01
-1.8628e+00,0.03,-0.01,-0.03
-1.8624e+00,0.05,0.02,0.01
-1.8620e+00,0.07,0.03,0
-1.8616e+00,0.06,0.01,0
-1.8612e+00,0.01,-0.02,-0.04
-1.8608e+00,0.02,0.01,-0.01
-1.8604e+00,0.06,0.01,0
-1.8600e+00,0.02,-0.01,0.01
-1.8596e+00,1.42109e-16,0.01,-0.01
-1.8592e+00,-0.02,0.02,-0.03
-1.8588e+00,0.01,0.01,0
-1.8584e+00,-0.02,0.01,0.02
-1.8580e+00,-0.05,0.01,-0.01
-1.8576e+00,-0.07,-0.03,-0.03
-1.8572e+00,-0.06,0,-0.02
-1.8568e+00,-0.04,0.01,0
-1.8564e+00,-0.03,0.01,0.01
-1.8560e+00,-0.1,-0.02,-0.04
-1.8556e+00,-0.08,0,-0.02
-1.8552e+00,-0.07,0.01,-0.02
-1.8548e+00,-0.09,0.02,-0.01
-1.8544e+00,-0.08,0,-0.03
-1.8540e+00,-0.09,-0.01,-0.01
-1.8536e+00,-0.04,0.01,0
-1.8532e+00,-0.01,0.02,0.01
-1.8528e+00,-0.04,0.01,0
-1.8524e+00,-0.08,-0.03,-0.03
-1.8520e+00,-0.06,0.02,-0.03
-1.8516e+00,0.02,0,0.01
-1.8512e+00,1.42109e-16,0.03,0.01
-1.8508e+00,-0.03,-0.02,-0.01
-1.8504e+00,-0.03,0,-0.01
-1.8500e+00,0.01,-0.01,0
-1.8496e+00,0.03,0.01,0
-1.8492e+00,0.04,0.03,0.01
-1.8488e+00,0.05,-0.02,-0.01
-1.8484e+00,0.09,-0.01,0
-1.8480e+00,0.09,0.02,0.03
-1.8476e+00,0.09,-0.01,0.02
-1.8472e+00,0.07,-0.02,-0.01
-1.8468e+00,0.08,-0.03,-0.01
-1.8464e+00,0.12,0.01,0.01
-1.8460e+00,0.16,0.03,0
-1.8456e+00,0.04,-0.02,-0.03
-1.8452e+00,-0.04,-0.03,-0.03
-1.8448e+00,0.02,0,0
-1.8444e+00,0.12,0.04,0.01
-1.8440e+00,1.42109e-16,-0.03,-0.04
-1.8436e+00,-0.01,-0.02,-0.03
-1.8432e+00,0.01,-0.01,-0.01
-1.8428e+00,0.01,0.02,0.01
-1.8424e+00,0.06,0.01,0.03
-1.8420e+00,-0.01,-0.02,-0.01
-1.8416e+00,-0.04,-0.01,-0.01
-1.8412e+00,-0.02,0,0
-1.8408e+00,0.02,0.01,0.01
-1.8404e+00,-0.02,-0.01,0.02
-1.8400e+00,-0.06,-0.03,-0.04
-1.8396e+00,-0.06,-0.01,-0.02
-1.8392e+00,-0.04,0.02,0
-1.8388e+00,-0.13,-0.03,-0.02
-1.8384e+00,-0.15,-0.04,-0.04
-1.8380e+00,-0.19,-0.04,-0.05
-1.8376e+00,-0.05,0.07,0.05
-1.8372e+00,-0.01,0.01,0.02
-1.8368e+00,-0.03,0.02,0.02
-1.8364e+00,-0.04,0.02,-0.01
-1.8360e+00,-0.03,0.03,-0.01
-1.8356e+00,-0.04,-0.03,0
-1.8352e+00,-0.1,-0.04,-0.02
-1.8348e+00,-0.03,0.04,0.02
-1.8344e+00,0.02,0.01,-0.01
-1.8340e+00,0.04,0.01,0.01
-1.8336e+00,0.04,-0.01,0.01
-1.8332e+00,-0.01,-0.01,-0.02
-1.8328e+00,-0.02,-0.01,-0.02
-1.8324e+00,0.02,0.01,-0.01
-1.8320e+00,0.06,0.01,0.02
-1.8316e+00,0.05,0.03,0
-1.8312e+00,-0.01,-0.01,-0.03
-1.8308e+00,0.06,0.02,0
-1.8304e+00,0.12,0.04,0.01
-1.8300e+00,0.18,0.04,0.03
-1.8296e+00,0.16,0.03,0.01
-1.8292e+00,0.15,0.01,0.01
-1.8288e+00,-0.03,-0.08,-0.06
-1.8284e+00,0.03,0,-0.01
-1.8280e+00,-0.01,-0.02,0
-1.8276e+00,-0.02,-0.01,-0.03
-1.8272e+00,0.01,0.01,-0.01
-1.8268e+00,0.07,0.04,0.03
-1.8264e+00,0.06,0,0
-1.8260e+00,1.42109e-16,0,-0.02
-1.8256e+00,-0.03,-0.03,-0.04
-1.8252e+00,-0.05,-0.01,0
-1.8248e+00,-0.04,0.01,0
-1.8244e+00,-0.06,-0.01,-0.01
-1.8240e+00,-0.07,0,-0.02
-1.8236e+00,-0.08,0,-0.01
-1.8232e+00,-0.02,0.02,0.02
-1.8228e+00,-0.09,-0.01,-0.03
-1.8224e+00,-0.13,-0.03,-0.03
-1.8220e+00,-0.12,-0.04,-0.03
-1.8216e+00,-0.12,-0.01,-0.01
-1.8212e+00,-0.05,0.08,0.04
-1.8208e+00,-0.04,0,0.01
-1.8204e+00,-0.03,0,-0.01
-1.8200e+00,-0.01,0,0.01
-1.8196e+00,0.01,0.01,0
-1.8192e+00,-0.02,0.02,-0.01
-1.8188e+00,-0.07,-0.02,-0.03
-1.8184e+00,-0.02,-0.01,-0.02
-1.8180e+00,0.01,0.03,0
-1.8176e+00,0.02,0.01,0.03
-1.8172e+00,-0.01,-0.01,-0.01
-1.8168e+00,-0.01,0.01,-0.02
-1.8164e+00,0.06,0.01,0.02
-1.8160e+00,0.06,0.03,0.01
-1.8156e+00,0.06,0,-0.02
-1.8152e+00,0.01,0,-0.06
-1.8148e+00,0.06,-0.01,-0.01
-1.8144e+00,0.09,0.01,0.01
-1.8140e+00,0.08,0.01,0.01
-1.8136e+00,0.06,0,-0.01
-1.8132e+00,0.06,0.01,-0.02
-1.8128e+00,0.09,-0.01,0.02
-1.8124e+00,0.08,0.02,0
-1.8120e+00,0.04,-0.01,-0.01
-1.8116e+00,0.02,-0.01,-0.03
-1.8112e+00,0.06,0.04,0.01
-1.8108e+00,0.1,0.02,0.02
-1.8104e+00,0.08,-0.02,0.01
-1.8100e+00,0.01,-0.01,-0.02
-1.8096e+00,0.01,-0.02,-0.01
-1.8092e+00,1.42109e-16,0.03,0
-1.8088e+00,-0.01,0,-0.02
-1.8084e+00,-0.06,-0.05,-0.02
-1.8080e+00,-0.05,-0.02,-0.01
-1.8076e+00,1.42109e-16,0,0
-1.8072e+00,-0.03,0.01,0
-1.8068e+00,-0.06,0.01,0
-1.8064e+00,-0.08,-0.02,-0.04
-1.8060e+00,-0.09,-0.03,-0.02
-1.8056e+00,-0.07,0.01,0
-1.8052e+00,-0.12,-0.03,-0.03
-1.8048e+00,-0.2,-0.05,0
-1.8044e+00,-0.13,-0.01,-0.01
-1.8040e+00,-0.07,0.02,0.01
-1.8036e+00,-0.04,0.03,0.01
-1.8032e+00,-0.03,0.03,0
-1.8028e+00,-0.04,0.01,-0.01
-1.8024e+00,-0.02,-0.01,0.01
-1.8020e+00,0.02,0.01,0.01
-1.8016e+00,0.02,0.02,0.01
-1.8012e+00,-0.01,-0.01,-0.03
-1.8008e+00,-0.03,0,-0.02
-1.8004e+00,0.06,0.04,0.01
-1.8000e+00,0.06,0.01,0
-1.7996e+00,0.02,0,-0.01
-1.7992e+00,0.05,0,-0.01
-1.7988e+00,0.06,0,-0.01
-1.7984e+00,0.07,0.02,0.01
-1.7980e+00,0.09,0,-0.01
-1.7976e+00,0.06,-0.01,0
-1.7972e+00,0.08,0.02,0.01
-1.7968e+00,0.12,0.04,0.03
-1.7964e+00,0.12,-0.01,0.01
-1.7960e+00,0.06,-0.02,-0.01
-1.7956e+00,0.06,-0.01,-0.03
-1.7952e+00,0.06,0,-0.01
-1.7948e+00,0.08,0.01,0
-1.7944e+00,0.07,0.01,0.01
-1.7940e+00,0.02,-0.03,-0.03
-1.7936e+00,0.02,-0.01,-0.01
-1.7932e+00,0.02,0,0
-1.7928e+00,1.42109e-16,0,0
-1.7924e+00,-0.07,-0.04,-0.03
-1.7920e+00,-0.08,-0.02,-0.01
-1.7916e+00,-0.04,0,0.01
-1.7912e+00,-0.04,0,0.01
-1.7908e+00,-0.07,-0.01,-0.01
-1.7904e+00,-0.08,-0.01,-0.02
-1.7900e+00,-0.07,0.01,0
-1.7896e+00,-0.01,0.02,0.02
-1.7892e+00,-0.06,0.02,0
-1.7888e+00,-0.08,0,0
-1.7884e+00,-0.1,-0.02,-0.03
-1.7880e+00,-0.06,0.01,0.01
-1.7876e+00,-0.05,0.02,-0.01
-1.7872e+00,-0.07,0.01,0
-1.7868e+00,-0.07,0,-0.01
-1.7864e+00,-0.04,0.01,0
-1.7860e+00,1.42109e-16,0.01,0
-1.7856e+00,-0.02,-0.02,-0.01
-1.7852e+00,-0.07,-0.03,-0.03
-1.7848e+00,-0.03,-0.01,-0.02
-1.7844e+00,0.02,0.03,0.02
-1.7840e+00,0.03,0.02,0.01
-1.7836e+00,0.02,-0.01,0
-1.7832e+00,-0.01,0.01,-0.03
-1.7828e+00,0.04,0.02,0.01
-1.7824e+00,0.08,0.02,0.03
-1.7820e+00,0.05,0.03,-0.01
-1.7816e+00,0.02,0,-0.03
-1.7812e+00,0.08,0.01,0
-1.7808e+00,0.1,0.02,0.04
-1.7804e+00,0.07,0.02,0
-1.7800e+00,0.07,0,-0.03
-1.7796e+00,0.06,-0.01,-0.04
-1.7792e+00,0.09,0.02,0.01
-1.7788e+00,0.05,0.02,-0.01
-1.7784e+00,0.03,0.01,0
-1.7780e+00,0.03,-0.02,-0.03
-1.7776e+00,0.02,0.01,-0.01
-1.7772e+00,0.08,0.01,0.01
-1.7768e+00,0.04,-0.01,-0.01
-1.7764e+00,-0.05,-0.03,-0.03
-1.7760e+00,1.42109e-16,-0.02,-0.02
-1.7756e+00,0.01,0.01,0
-1.7752e+00,0.02,0.02,0.01
-1.7748e+00,-0.05,-0.02,-0.03
-1.7744e+00,-0.08,-0.02,-0.03
-1.7740e+00,-0.06,-0.02,0
-1.7736e+00,-0.03,0,0.02
-1.7732e+00,-0.04,0.01,0
-1.7728e+00,-0.08,0,-0.03
-1.7724e+00,-0.1,-0.01,-0.03
-1.7720e+00,-0.07,-0.02,-0.03
-1.7716e+00,-0.08,-0.01,0
-1.7712e+00,-0.08,0,-0.03
-1.7708e+00,-0.1,0,0
-1.7704e+00,-0.06,0.02,0.02
-1.7700e+00,-0.04,0.01,0.01
-1.7696e+00,-0.06,-0.03,0
-1.7692e+00,-0.08,-0.02,-0.04
-1.7688e+00,-0.06,0.01,0
-1.7684e+00,1.42109e-16,0.03,0.02
-1.7680e+00,1.42109e-16,0.02,0
-1.7676e+00,-0.01,-0.01,0
-1.7672e+00,1.42109e-16,0.01,0
-1.7668e+00,0.03,0,0
-1.7664e+00,0.07,0.01,0.03
-1.7660e+00,0.05,0.01,0
-1.7656e+00,0.04,-0.02,0
-1.7652e+00,0.09,0.01,0.01
-1.7648e+00,0.08,0.03,0.02
-1.7644e+00,0.1,0.02,0.02
-1.7640e+00,0.02,-0.01,-0.03
-1.7636e+00,0.07,0.01,0.01
-1.7632e+00,0.1,0.01,0.01
-1.7628e+00,0.1,0.02,0.01
-1.7624e+00,0.06,-0.01,-0.01
-1.7620e+00,1.42109e-16,-0.02,-0.03
-1.7616e+00,0.06,0.01,0.01
-1.7612e+00,0.06,0.01,0.01
-1.7608e+00,0.03,0.02,0
-1.7604e+00,-0.01,-0.02,-0.03
-1.7600e+00,-0.01,0.01,-0.02
-1.7596e+00,0.05,0.01,0.01
-1.7592e+00,0.02,0.03,0.01
-1.7588e+00,-0.05,-0.02,-0.03
-1.7584e+00,-0.04,-0.01,-0.03
-1.7580e+00,-0.03,0.01,-0.01
-1.7576e+00,-0.01,0.01,0.01
-1.7572e+00,-0.04,-0.01,0.01
-1.7568e+00,-0.06,-0.04,-0.01
-1.7564e+00,-0.03,0.01,-0.02
-1.7560e+00,-0.03,0.01,0.01
-1.7556e+00,-0.07,-0.01,-0.02
-1.7552e+00,-0.06,0.01,-0.01
-1.7548e+00,-0.06,-0.03,-0.01
-1.7544e+00,-0.04,0.01,0.01
-1.7540e+00,-0.04,0.02,0.02
-1.7536e+00,-0.06,0.01,-0.01
-1.7532e+00,-0.07,-0.03,-0.03
-1.7528e+00,-0.05,0,-0.01
-1.7524e+00,-0.01,0.02,-0.01
-1.7520e+00,-0.02,-0.01,0
-1.7516e+00,-0.03,-0.01,-0.01
-1.7512e+00,-0.03,-0.01,0
-1.7508e+00,0.04,0.02,0.01
-1.7504e+00,0.02,0.02,0.01
-1.7500e+00,0.02,0.01,0.01
-1.7496e+00,0.03,0,0
-1.7492e+00,0.05,-0.01,0.01
-1.7488e+00,0.07,0.02,0.01
-1.7484e+00,0.06,0,0
-1.7480e+00,0.01,-0.04,-0.03
-1.7476e+00,0.06,0.01,0
-1.7472e+00,0.09,0.01,0.01
-1.7468e+00,0.09,0.01,0.01
-1.7464e+00,0.05,-0.02,-0.02
-1.7460e+00,0.07,-0.01,-0.03
-1.7456e+00,0.09,0,0
-1.7452e+00,0.06,0.02,0.01
-1.7448e+00,0.01,0,-0.02
-1.7444e+00,1.42109e-16,-0.02,-0.01
