31 25 11 6 5 6 61 101
1 1 1 2 5 9 17 10
20 5 4 2 3 3 4 46
7 27 2 5 5 6 1 3
1 18 9 3 1 4 13 24
23 4 6 4 5 10 20 12
4 20 6 3 3 3 22 2
12 11 2 3 1 8 3 26
41 0 10 3 2 5 17 41
23 4 4 1 2 5 43 78
15 13 9 1 2 4 20 48
5 5 10 1 2 4 14 11
10 12 6 1 1 4 11 53
23 7 6 4 8 9 30 40
32 3 8 0 0 4 25 16
10 12 2 1 2 9 35 34
7 3 6 7 5 8 8 39
41 25 1 2 2 7 11 17
15 14 12 5 1 7 31 14
23 9 6 4 7 0 21 16
18 5 14 3 4 7 26 25
1 4 2 1 4 2 10 13
33 4 15 1 4 5 27 6
17 13 3 0 2 2 24 80
35 32 17 1 1 2 15 6
7 6 2 2 3 5 11 27
2 3 1 3 2 4 32 23
9 15 7 1 2 4 66 61
5 4 1 1 2 0 18 11
51 11 9 1 0 2 26 6
14 4 3 0 1 0 2 17
8 3 1 0 1 1 4 39
0 22 2 3 4 2 1 12
20 3 8 0 1 1 1 22
1 12 10 0 1 3 3 19
21 1 0 2 6 10 86 44
31 3 1 2 5 1 8 32
12 6 11 2 2 0 20 21
17 5 7 1 3 6 1 13
8 17 3 2 4 6 20 1
2 7 0 1 1 2 22 6
9 27 4 2 4 5 28 21
3 12 17 4 1 5 3 0
14 8 10 2 0 3 15 33
3 11 2 1 3 2 9 0
29 7 4 4 3 7 15 35
5 4 0 0 0 3 1 9
13 2 5 1 2 4 12 46
11 2 6 0 0 2 9 12
9 4 0 1 0 2 10 36
4 2 4 0 2 1 18 9
17 7 5 2 2 0 32 3
5 28 4 2 3 4 15 3
3 8 6 3 1 3 1 49
10 13 2 3 1 3 31 17
13 2 1 1 2 9 19 43
2 3 11 3 0 1 12 58
1 5 5 0 1 4 5 35
30 5 2 0 0 1 2 23
25 4 25 3 1 0 42 21
1 1 1 1 3 2 11 12
20 5 2 1 1 1 16 3
27 0 1 1 5 2 44 8
46 3 6 2 4 7 39 31
4 1 1 3 3 3 33 21
40 4 8 2 3 6 17 23
8 2 1 5 3 11 90 83
6 0 0 1 2 5 24 22
1 4 1 0 0 4 13 1
23 10 0 4 5 5 2 7
4 9 9 1 2 5 3 28
6 1 1 1 0 2 14 19
6 8 6 1 1 2 4 0
2 7 1 1 0 2 50 61
5 6 6 2 1 0 2 51
3 1 4 2 2 3 33 52
8 6 12 3 0 0 10 26
18 13 3 3 1 0 23 12
7 1 2 2 1 0 39 48
2 7 2 1 1 2 29 2
9 9 1 2 0 5 33 14
24 10 2 3 0 4 38 20
12 7 3 1 3 11 13 29
7 2 2 1 0 0 1 15
43 11 2 0 2 7 21 19
7 3 2 3 4 1 5 3
2 4 1 0 2 0 9 25
3 4 1 3 2 4 20 49
5 3 8 0 2 1 3 0
10 6 2 1 1 5 2 32
9 3 7 4 1 3 8 12
35 4 15 0 1 3 16 25
20 7 6 1 3 0 7 19
40 17 6 0 2 0 3 48
4 11 4 4 0 4 10 28
41 15 3 2 1 7 5 34
4 6 0 2 3 4 2 18
22 0 2 3 1 2 45 14
28 7 5 1 1 1 20 13
2 2 10 1 1 4 11 12
28 18 1 2 0 4 54 14
4 5 9 0 0 6 10 9
4 9 4 0 1 1 4 5
3 7 0 0 3 3 6 27
11 7 15 4 3 3 9 7
26 6 3 1 1 4 8 21
25 9 7 1 4 2 8 4
10 4 7 6 4 2 15 4
10 6 4 1 3 9 5 10
8 7 7 2 2 4 26 22
12 5 1 1 3 6 28 8
24 2 1 6 3 1 12 13
2 5 6 1 2 3 27 23
8 1 5 0 1 5 14 22
30 5 9 1 1 4 35 16
7 31 6 1 3 7 13 0
6 3 1 1 3 7 13 31
8 2 1 0 2 5 27 22
5 1 1 0 1 1 19 12
16 2 4 3 1 1 17 4
11 12 2 1 0 2 19 16
34 6 4 0 0 2 22 0
30 7 1 1 0 3 3 9
5 2 1 2 5 1 55 65
5 2 4 2 1 1 1 17
2 24 11 0 1 2 17 39
40 6 22 1 0 5 6 13
1 10 11 0 0 3 5 2
1 3 2 0 4 3 59 82
0 8 10 1 2 2 8 1
24 3 9 6 2 5 6 9
37 7 3 1 1 5 24 28
4 2 5 4 3 5 29 32
26 2 1 1 2 9 60 25
5 9 1 3 1 2 18 16
16 7 1 2 5 3 28 21
19 12 9 1 4 2 5 26
16 0 1 2 3 2 33 22
22 1 10 5 4 5 36 44
0 24 7 3 3 5 9 13
11 8 25 1 3 3 41 15
9 2 8 6 5 1 6 10
15 1 1 0 0 2 23 1
3 7 19 2 3 11 38 51
3 5 0 2 1 1 7 8
6 5 6 0 2 1 4 0
14 7 3 2 1 9 24 15
11 9 1 1 3 3 10 10
11 9 5 1 3 5 7 18
10 2 4 0 1 1 10 12
19 3 0 0 2 3 9 30
15 14 3 3 3 0 0 9
6 6 4 3 0 3 5 16
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
