2 14 24 13 1 2 6 4
9 5 38 32 2 3 5 4
7 4 1 3 1 3 7 4
11 20 10 3 6 1 1 11
18 19 50 2 0 7 1 2
3 10 9 12 1 3 3 5
15 1 7 2 2 6 5 6
15 10 31 12 1 3 8 9
0 6 32 1 1 3 2 4
10 10 26 2 3 3 2 1
7 8 21 5 6 5 6 5
34 20 24 2 1 2 4 5
12 0 5 1 6 5 0 12
18 12 17 6 1 3 2 10
15 1 3 4 1 8 2 5
5 5 6 17 6 1 9 10
8 0 30 17 4 7 4 9
15 5 37 17 0 8 5 1
2 9 4 9 2 1 3 12
16 3 52 16 2 1 2 3
18 10 28 19 0 3 9 6
5 7 22 13 5 6 12 9
3 31 0 1 7 4 3 5
6 3 8 7 4 3 4 2
7 5 21 1 2 1 1 3
7 6 6 2 4 7 3 7
5 5 4 6 5 5 4 3
13 6 4 18 2 0 1 1
9 2 31 4 2 2 5 6
3 7 22 4 1 5 3 5
5 5 7 4 3 3 1 3
22 21 60 16 3 9 6 10
8 3 13 12 1 4 1 5
12 8 64 8 3 4 6 7
20 4 19 9 7 4 5 9
1 7 16 5 0 1 1 6
33 1 27 10 3 4 4 2
5 12 31 2 1 3 0 7
6 5 4 1 6 8 9 1
9 11 12 1 5 1 2 4
10 28 4 1 0 4 1 1
21 20 12 7 3 0 4 4
17 1 3 15 5 1 7 11
22 21 21 20 2 2 11 2
10 4 8 7 3 9 2 9
13 7 7 2 4 4 2 9
9 4 3 1 1 0 4 4
7 7 1 11 0 1 2 11
8 21 8 2 1 1 4 3
4 9 47 9 0 0 4 16
20 4 7 6 5 5 1 4
5 28 13 5 0 2 2 8
9 0 27 9 2 2 3 12
17 29 8 8 1 6 3 5
4 14 7 2 3 4 0 9
3 14 55 12 1 12 4 9
16 11 26 14 5 0 0 4
13 20 6 1 1 2 9 2
8 17 37 12 2 2 2 6
6 2 21 7 3 1 3 3
17 20 15 0 3 4 2 8
8 28 9 10 5 0 2 7
15 7 39 1 2 1 2 12
2 1 12 4 4 1 3 3
25 15 40 2 0 1 4 1
3 3 6 11 4 8 0 5
17 1 22 6 2 2 7 6
1 2 18 7 0 2 2 6
5 5 11 8 3 1 2 1
1 7 8 3 0 4 3 20
15 8 8 16 2 5 1 6
1 14 13 4 3 4 4 20
21 20 32 5 4 12 3 10
2 10 12 1 2 4 2 11
11 2 34 8 1 0 9 11
1 15 53 0 1 7 3 7
4 8 12 14 0 3 7 5
5 9 28 3 6 8 1 0
3 0 3 5 3 3 3 4
5 4 8 10 4 4 8 0
11 5 4 6 2 3 4 4
15 6 37 27 3 1 8 9
14 9 38 4 1 3 10 8
6 41 30 6 3 5 6 4
7 6 8 5 3 1 4 7
5 1 14 1 0 2 1 13
8 2 5 1 3 7 8 3
6 6 5 16 1 0 2 8
16 13 8 9 4 2 5 7
17 3 11 1 8 2 1 5
5 1 8 3 3 4 5 3
7 1 28 11 0 2 9 4
15 37 9 7 7 0 9 11
14 22 96 26 0 1 2 20
13 2 30 7 7 7 2 5
17 13 13 16 3 6 2 9
10 7 1 12 2 2 2 3
6 2 37 12 0 5 1 1
7 1 32 7 3 1 1 2
16 25 18 10 1 0 2 4
7 3 28 6 1 5 7 15
2 8 1 13 2 3 3 2
8 27 43 20 3 5 3 8
12 1 15 0 1 3 7 1
11 19 29 2 1 2 4 8
18 18 20 3 3 3 0 3
11 16 12 6 4 10 2 7
12 16 1 8 2 3 2 3
10 5 18 3 3 6 1 7
3 12 20 7 2 6 0 2
4 24 9 4 5 1 1 9
15 15 19 10 4 2 1 5
1 2 44 9 2 3 2 9
30 21 22 11 7 6 5 1
15 25 55 11 7 11 24 9
19 9 2 12 5 0 3 7
1 2 35 1 3 5 2 7
14 2 39 19 4 2 7 2
12 7 16 10 7 1 15 22
39 7 11 21 0 2 4 3
12 35 35 26 4 0 0 3
4 20 16 3 5 4 3 7
1 21 17 5 5 1 4 1
27 16 27 10 0 0 5 2
14 11 37 1 3 12 5 18
5 8 5 1 0 3 2 2
0 3 5 12 0 1 9 3
30 2 6 20 2 3 2 6
1 30 16 10 2 6 3 9
17 6 26 1 2 1 4 4
8 8 84 9 1 0 4 3
4 11 16 1 7 2 6 2
11 16 9 2 1 0 1 6
17 3 14 9 2 3 3 6
22 0 1 4 3 1 3 5
18 24 12 10 0 1 2 1
8 16 22 3 1 1 0 3
11 20 49 13 0 11 9 1
2 5 5 6 5 5 1 11
1 13 19 13 3 2 19 2
2 7 6 23 7 8 31 5
2 48 4 10 6 5 3 2
12 1 26 15 3 9 19 24
20 14 11 10 3 4 10 1
33 9 7 6 2 0 5 9
52 12 11 13 2 4 9 22
3 2 19 2 0 1 4 19
34 2 17 13 4 3 1 6
38 17 16 24 7 3 3 7
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
