5 0 3 1 1 6 1 25
12 28 17 2 2 2 5 6
9 25 13 1 1 8 26 46
11 11 9 4 2 7 27 64
3 6 2 1 0 5 18 44
8 13 4 2 2 5 18 38
2 0 5 2 1 4 7 14
7 35 4 4 2 0 10 1
1 3 1 2 1 0 3 2
10 10 0 2 1 2 23 18
8 5 7 0 2 3 19 26
27 15 6 1 1 3 14 12
10 6 17 2 0 4 7 25
8 7 2 0 2 6 58 62
11 11 5 1 3 2 24 70
24 8 8 2 6 4 10 15
7 10 4 0 1 2 5 17
7 3 2 3 5 6 9 27
4 10 11 1 2 1 5 9
1 0 7 2 3 4 32 25
18 8 1 3 0 1 14 19
6 5 0 2 1 2 12 43
12 4 0 1 2 1 2 6
8 14 3 1 0 2 22 40
5 2 2 1 3 5 8 11
13 6 9 1 0 2 19 2
17 5 3 1 1 3 0 14
5 2 7 3 3 4 12 14
4 1 2 1 0 1 12 21
11 4 1 1 1 0 6 23
7 1 8 0 1 3 3 5
21 5 21 2 1 2 6 23
5 2 1 1 1 1 16 31
5 9 2 0 2 2 34 31
12 4 4 2 2 9 17 0
10 17 14 1 1 2 21 33
2 7 5 1 2 1 10 26
14 6 5 1 0 4 7 30
5 1 2 0 0 2 36 10
15 15 6 4 2 7 28 81
4 8 0 2 3 3 8 39
7 1 0 0 0 0 5 6
5 12 15 3 0 4 14 34
13 11 7 1 4 5 0 38
16 4 10 4 4 3 5 6
3 6 12 2 3 2 6 29
2 8 2 0 1 3 16 42
3 10 0 2 2 8 44 39
7 3 14 1 0 8 1 21
0 9 0 3 2 2 27 6
15 4 2 2 1 1 38 101
1 0 4 2 0 5 21 4
3 2 11 1 0 4 4 10
0 8 10 3 6 4 10 30
12 3 2 1 0 1 6 2
3 5 0 0 1 1 2 6
4 2 5 2 1 1 4 26
4 7 0 0 1 4 25 13
3 5 7 1 0 4 6 10
12 4 2 1 1 1 5 75
13 9 15 1 3 5 71 5
4 7 18 1 2 0 39 8
1 20 4 1 1 6 8 44
7 11 9 0 1 3 10 15
5 5 20 1 0 2 21 36
4 9 16 4 0 0 20 1
2 10 3 0 2 6 11 13
