0 3 7 0 1 15 82 72
1 17 11 3 3 2 21 32
15 13 2 0 5 5 50 18
7 9 1 8 7 3 23 34
18 31 5 5 7 2 12 1
43 23 1 3 3 2 33 16
4 36 12 1 3 6 73 40
3 4 5 2 3 2 31 37
42 10 0 5 4 0 25 64
26 3 4 55 4 9 76 12
10 25 14 5 6 10 66 43
8 3 5 1 7 8 24 44
35 19 7 2 2 3 9 40
12 2 4 2 1 4 37 30
3 3 2 2 3 1 47 41
9 14 4 3 1 2 51 21
5 19 2 2 0 9 21 48
1 5 12 1 2 5 10 32
8 12 12 4 2 6 35 18
9 1 6 4 3 12 29 1
1 12 5 0 2 3 48 12
18 4 4 2 3 1 44 31
18 11 5 5 6 4 52 49
23 1 10 1 2 0 61 32
14 3 2 1 1 2 11 57
17 4 4 2 1 0 75 20
3 14 1 2 2 2 26 13
17 1 9 0 5 5 7 38
1 14 3 3 1 6 61 28
7 10 5 1 1 3 1 11
2 24 1 0 1 2 5 21
1 11 12 4 6 12 84 24
2 56 8 6 2 3 23 21
14 3 10 1 2 2 7 47
4 3 1 5 2 0 18 0
2 11 0 1 1 2 3 11
49 11 9 4 1 2 65 19
2 7 20 2 0 1 11 5
4 4 3 3 1 1 18 3
7 5 7 1 5 3 24 32
34 2 4 2 1 1 9 2
7 15 16 6 5 3 12 10
22 1 6 2 5 4 2 25
2 5 3 0 2 1 37 60
12 54 27 1 2 12 59 63
10 10 22 2 5 6 7 1
22 6 6 1 2 1 40 49
3 7 4 0 0 2 12 6
6 6 10 2 4 1 1 8
3 6 12 6 12 15 9 58
10 19 1 2 8 1 33 77
2 5 6 3 0 3 1 5
1 1 4 2 1 1 24 54
19 37 14 1 0 7 44 39
2 15 13 0 3 1 28 13
1 4 7 3 3 1 41 46
13 17 0 1 2 12 114 29
11 15 14 0 1 2 29 42
3 12 13 1 6 5 28 6
5 23 1 2 5 12 37 10
8 7 8 0 3 7 72 12
6 5 1 1 4 3 12 10
6 8 6 1 4 4 22 8
3 29 6 2 2 4 22 9
15 8 18 3 2 4 45 54
10 2 6 2 1 3 30 40
13 21 4 1 1 2 33 0
3 26 16 4 3 2 46 11
5 6 1 0 2 4 12 74
9 3 3 1 5 3 40 8
13 2 9 4 1 2 4 13
16 11 3 0 1 2 28 5
42 38 4 1 2 2 12 12
4 0 4 3 3 7 20 1
2 3 4 2 1 2 16 27
23 14 7 4 2 2 50 25
39 10 1 3 1 1 7 34
9 25 17 1 2 1 25 12
15 1 18 3 2 5 34 29
11 5 11 4 1 4 7 19
13 0 0 1 2 7 82 29
3 8 5 1 0 6 35 2
12 4 0 1 1 3 3 3
1 21 16 3 3 2 8 17
4 5 2 0 1 1 5 54
31 10 2 4 5 11 8 34
12 2 1 2 4 11 96 10
12 1 6 1 3 3 44 4
6 5 2 0 2 3 12 9
2 10 2 3 1 3 17 21
10 8 0 5 4 7 55 77
4 1 5 1 1 6 31 35
7 8 6 4 5 1 22 94
4 6 0 2 1 3 33 18
8 15 9 1 1 1 13 17
21 7 2 1 0 5 36 33
9 1 6 3 4 3 48 37
29 45 1 2 2 6 6 1
14 7 3 1 3 2 21 21
19 15 14 3 1 2 16 22
29 10 4 3 1 0 14 11
5 5 22 2 1 1 33 29
4 13 3 1 0 2 31 8
8 10 2 1 3 3 7 18
6 6 3 0 2 0 10 15
21 6 2 1 2 10 32 50
5 23 1 2 3 3 23 5
30 12 3 1 0 1 17 28
3 4 21 1 0 0 5 12
1 1 7 1 1 0 4 5
2 12 7 4 1 4 6 21
3 7 1 2 2 1 19 13
4 5 6 1 1 2 8 9
40 5 15 0 2 1 5 51
6 2 0 3 2 6 2 12
6 5 2 2 3 3 10 4
2 2 2 4 6 2 4 10
6 13 16 0 1 1 5 10
3 20 5 1 1 0 4 2
7 8 0 1 2 1 5 27
3 8 10 2 2 1 21 4
5 5 4 4 4 2 7 29
0 8 3 2 2 3 7 2
3 8 1 3 2 1 1 24
1 0 1 2 1 3 0 7
7 17 4 2 4 2 8 1
1 11 1 1 2 0 17 27
9 4 3 1 0 6 45 34
15 9 2 1 1 2 14 57
8 10 1 2 3 3 44 7
12 7 1 1 1 4 31 24
8 4 7 0 1 1 23 51
6 5 2 1 1 0 10 29
18 4 2 1 3 1 6 68
3 3 6 1 2 2 34 1
14 6 1 1 0 3 46 13
0 9 7 0 3 3 9 10
9 0 0 3 2 6 37 40
4 27 0 2 1 1 9 15
1 8 4 2 1 5 14 11
9 3 4 2 2 2 9 1
12 17 11 3 2 6 15 29
4 2 5 3 4 1 25 8
5 5 0 1 0 0 44 43
5 20 2 1 4 3 25 6
15 2 5 3 4 1 46 20
1 10 7 2 1 6 9 43
2 5 5 0 0 1 41 4
1 2 8 2 1 4 33 29
1 7 2 3 3 1 48 44
12 9 5 1 1 4 53 61
5 6 7 5 5 4 8 6
2 11 19 1 2 0 25 45
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
